_id,height,is_habit_drink,is_habit_smoke,is_verified,what_to_find,who_to_date,score
634,151.1908341,1,1,1,2,0,15.40208851
635,175,1,1,1,0,0,27.72568659
636,183,0,0,1,2,0,4.502416144
637,151.1908341,1,1,1,2,2,15.40208851
638,172,1,1,1,1,0,3.287313336
639,167.64,0,0,1,4,0,43.39391577
640,151.1908341,1,1,1,2,2,15.40208851
641,174,0,0,1,3,0,4.536825922
642,168,0,0,1,1,0,7.531465025
643,165,1,1,1,2,2,7.531465025
644,151.1908341,1,1,1,2,2,15.40208851
645,151.1908341,1,1,1,2,2,15.40208851
646,157,1,1,1,2,1,12.88030843
647,151.1908341,0,0,1,3,0,8.357979499
648,151.1908341,1,1,1,2,2,15.40208851
649,175,0,0,1,1,0,8.198728248
650,170,0,0,1,4,1,11.15189904
651,175,2,2,1,1,0,15.40208851
652,5.11,1,2,1,1,0,29.32908461
653,173,0,0,1,3,0,0.857107719
654,151.1908341,1,1,1,2,2,15.40208851
655,183,1,0,1,2,0,1.996266602
656,177,0,0,1,2,0,8.538178717
657,183,0,0,1,3,0,22.48516842
658,5.1,0,0,1,2,0,22.48516842
659,173,0,2,1,1,0,24.39736807
660,151.1908341,0,0,1,3,0,0.857107719
661,173,0,0,1,2,0,3.89486474
662,5.9,2,0,1,0,0,8.41042327
663,170,2,1,1,1,0,13.4846809
664,151.1908341,1,1,1,2,2,15.40208851
665,170,1,0,1,0,0,26.24262024
666,151.1908341,2,2,1,0,0,27.05262007
667,157,1,0,1,2,0,15.40208851
668,5.1,2,2,1,0,1,8.538178717
669,5.9,2,2,1,4,0,0.857107719
670,151.1908341,1,1,1,2,0,33.35917158
671,5.59,0,0,1,3,0,29.8493191
672,180,1,1,1,2,0,3.89486474
673,151.1908341,0,0,1,1,0,4.171024469
674,6,0,0,1,4,0,9.027401793
675,183,1,0,1,2,0,7.531465025
676,151.1908341,1,1,1,3,0,15.40208851
677,151.1908341,1,0,1,2,1,14.19250405
678,151.1908341,1,1,1,4,2,15.40208851
679,151.1908341,0,0,1,2,0,15.40208851
680,174,1,0,1,0,0,15.40208851
681,151.1908341,1,1,1,4,0,8.469973238
682,182.25,2,2,1,1,0,7.531465025
683,170.68,1,1,1,0,0,2.514066094
684,180,2,0,1,3,0,15.40208851
685,5.3,0,0,1,3,0,15.40208851
686,170,1,1,1,1,0,26.68997787
687,72,0,0,1,3,0,27.20187157
688,165,0,0,1,4,1,12.33011718
689,163,0,0,1,0,0,7.531465025
690,171,0,0,1,0,0,4.762795317
691,151.1908341,0,0,1,0,0,15.40208851
692,160,0,0,1,1,0,0.857107719
693,175,1,2,1,0,0,3.460899451
694,160,2,2,1,4,0,12.12915709
695,157,2,2,1,1,1,6.436661431
696,160,0,0,1,1,1,11.29242382
697,157,1,1,1,2,1,27.79090813
698,151.1908341,0,0,1,3,1,15.40208851
699,151.1908341,1,0,1,2,0,8.469973238
700,172,0,0,1,1,0,3.135425485
701,156,0,0,1,1,1,10.70629881
702,180,1,1,1,0,0,6.202948531
703,175,1,1,1,1,0,51.37398225
704,151.1908341,1,0,1,1,0,3.135425485
705,155,2,2,1,0,2,13.81261756
706,151.1908341,1,1,1,4,2,26.46750256
707,151.1908341,1,1,1,0,0,15.40208851
708,178,1,1,1,2,0,44.51977374
709,160,1,2,1,0,2,4.39160665
710,182,0,0,1,2,0,4.171024469
711,167,2,1,1,1,0,8.617074699
712,151.1908341,1,1,1,2,2,15.40208851
713,151.1908341,2,0,1,2,2,15.21547727
714,151.1908341,1,1,1,2,2,15.40208851
715,160,0,0,1,2,1,11.67569368
716,151.1908341,0,0,1,0,0,4.171024469
717,151.1908341,1,1,1,2,2,15.40208851
718,172,1,2,1,0,0,9.112786194
719,151.1908341,1,1,1,2,2,15.40208851
720,182,1,0,1,2,0,0.857107719
721,172,2,2,1,2,0,2.375986229
722,5.4,1,0,1,1,0,25.79908517
723,180,2,2,1,1,0,33.35487985
724,151.1908341,1,1,1,2,2,15.40208851
725,151.1908341,1,1,1,2,2,15.40208851
726,160,1,2,1,2,2,11.31113101
727,151.1908341,1,1,1,2,2,15.40208851
728,151.1908341,1,1,1,2,2,15.40208851
729,182,0,0,1,2,0,1.768434825
730,178,1,1,1,4,0,43.47975624
731,179,0,0,1,2,0,15.40208851
732,168,0,0,1,3,0,9.628382139
733,162,0,0,1,1,0,23.22856454
734,151.1908341,1,1,1,2,2,15.40208851
735,151.1908341,1,0,1,0,0,30.59611338
736,183,1,1,1,0,0,32.00588803
737,151.1908341,0,0,1,1,0,0.857107719
738,171,0,0,1,1,0,15.40208851
739,168,0,0,1,1,0,50.63389519
740,167,1,0,1,0,0,19.4560181
741,151.1908341,1,1,1,1,0,7.251490546
742,173,1,0,1,2,0,24.75333802
743,180,1,0,1,3,0,50.2362405
744,151.1908341,2,2,1,1,0,2.035226044
745,151.1908341,1,1,1,2,2,15.44104795
746,180,1,1,1,1,0,28.98501086
747,5.8,1,0,1,1,0,0.896067161
748,151.1908341,1,0,1,1,0,3.946521162
749,183,1,0,1,3,0,9.975348681
750,178,0,0,1,1,0,45.89343313
751,180,0,0,1,1,0,3.040366234
752,183,0,0,1,2,0,2.197963027
753,151.1908341,0,0,1,3,0,23.1119262
754,153,0,0,1,2,0,29.19848517
755,151.1908341,1,1,1,2,2,15.44104795
756,178,1,0,1,3,0,0.896067161
757,71,0,1,1,4,0,15.44104795
758,151.1908341,1,1,1,2,2,15.44104795
759,151.1908341,0,0,1,3,0,15.44104795
760,168,0,0,1,3,0,11.16385932
761,180,1,0,1,1,0,0.896067161
762,182.88,2,1,1,3,0,22.52412786
763,5.66,2,2,1,3,0,2.298108863
764,151.1908341,1,1,1,2,2,15.44104795
765,151.1908341,1,1,1,4,2,15.44104795
766,151.1908341,1,1,1,4,2,15.44104795
767,72,1,1,1,0,0,2.035226044
768,153,0,0,1,2,0,2.718721373
769,125,0,1,1,2,0,9.66734158
770,191,0,0,1,1,0,29.19848517
771,167,0,0,1,3,0,29.59348894
772,178,0,0,1,4,0,0.896067161
773,168,0,0,1,4,0,0.896067161
774,151.1908341,0,2,1,3,0,15.44104795
775,151.1908341,1,1,1,2,2,15.44104795
776,5.8,0,0,1,0,0,3.133260057
777,168,1,1,1,3,0,2.111169969
778,178,0,0,1,1,0,44.53796313
779,172,1,1,1,2,0,12.7613346
780,162,1,0,1,1,1,13.09135671
781,170,0,0,1,1,0,15.44104795
782,184,0,0,1,0,0,27.32965018
783,66,0,0,1,2,0,2.111169969
784,175,2,2,1,0,0,3.326272777
785,5.6,0,0,1,0,0,4.592315512
786,163,1,1,1,3,0,0.896067161
787,6,1,1,1,1,0,0.896067161
788,172.72,1,1,1,2,0,0.896067161
789,160,2,0,1,1,0,7.290449987
790,168,0,0,1,1,0,15.44104795
791,176,0,0,1,2,0,15.44104795
792,177,1,0,1,0,0,12.03327569
793,188,0,0,1,1,0,9.619591298
794,151.1908341,0,0,1,2,1,15.75617769
795,151.1908341,1,1,1,2,2,15.44104795
796,5.11,0,0,1,1,0,15.44104795
797,151.1908341,1,1,1,2,2,15.44104795
798,170,1,0,1,1,0,2.553025536
799,167,2,2,1,2,2,14.12950706
800,180,0,0,1,3,0,8.920558603
801,151.1908341,0,0,1,1,0,15.44104795
802,176,0,0,1,1,0,15.44104795
803,188,0,0,1,1,0,26.22037621
804,167,1,1,1,1,0,0.896067161
805,151.1908341,1,1,1,3,0,2.298108863
806,151.1908341,0,0,1,1,0,8.179052991
807,151.1908341,1,1,1,2,2,15.44104795
808,5.6,1,2,1,3,0,29.55819578
809,160,2,1,1,2,0,1.688525514
810,151.1908341,1,1,1,2,2,15.44104795
811,170,0,0,1,3,0,7.570424467
812,151.1908341,1,1,1,2,2,15.44104795
813,173,0,0,1,1,0,23.03397527
814,151.1908341,2,2,1,0,0,9.282002539
815,5,0,0,1,0,0,6.610815572
816,186,1,2,1,0,0,29.19848517
817,151.1908341,0,0,1,1,0,23.29636373
818,151.1908341,1,1,1,2,2,15.48371782
819,179,0,0,1,3,0,2.523653732
820,151.1908341,0,0,1,4,2,17.64228755
821,151.1908341,0,0,1,1,0,15.48371782
822,177,2,1,1,3,0,7.613094332
823,182,0,0,1,0,0,23.7150672
824,151.1908341,1,1,1,2,2,15.48371782
825,172.72,1,1,1,3,2,7.613094332
826,175,0,0,1,1,0,0.938737026
827,151.1908341,1,1,1,2,2,15.48371782
828,151.1908341,0,1,1,2,0,2.077895908
829,151.1908341,1,1,1,2,2,15.48371782
830,174,0,2,1,2,0,9.290136981
831,157,1,0,1,2,1,10.9606447
832,174,0,0,1,1,0,0.938737026
833,70,0,0,1,0,0,44.12443508
834,151.1908341,0,1,1,0,0,7.613094332
835,169,0,0,1,1,0,0.938737026
836,175,1,0,1,0,0,22.85614021
837,174,1,1,1,2,0,8.877525997
838,151.1908341,1,1,1,2,2,15.48371782
839,5.6,0,0,1,2,0,24.14208593
840,5.11,0,0,1,2,0,17.13727087
841,5.4,0,0,1,0,0,22.91145383
842,168,0,2,1,4,0,15.48371782
843,172,2,0,1,3,0,24.20080066
844,172,2,0,1,0,0,26.85736111
845,172,2,0,1,1,0,24.33370487
846,151.1908341,2,1,1,0,0,15.48371782
847,169,1,1,1,0,0,12.92422231
848,180.34,1,1,1,1,0,44.64670978
849,178,1,0,1,2,0,21.28868612
850,151.1908341,0,0,1,3,0,15.48371782
851,151.1908341,1,1,1,3,1,43.65844947
852,151.1908341,1,1,1,2,2,15.48371782
853,151.1908341,1,1,1,2,2,15.48371782
854,178,0,0,1,2,0,23.22578739
855,182,0,0,1,2,0,24.00301725
856,173,0,0,1,4,0,25.52546289
857,151.1908341,1,1,1,2,0,22.71140551
858,162,1,1,1,0,0,15.77715021
859,151.1908341,0,0,1,4,0,13.01831077
860,151.1908341,1,1,1,2,2,15.48371782
861,151.1908341,1,1,1,2,2,15.48371782
862,5.7,1,1,1,3,0,26.18108451
863,188,0,0,1,0,2,24.724443
864,5.7,1,1,1,4,2,49.8765069
865,164,0,2,1,4,0,53.73596013
866,180,0,0,1,2,0,18.65388796
867,180.34,0,0,1,2,0,22.99425613
868,175,0,0,1,2,0,32.45905917
869,174,1,0,1,1,0,22.56126015
870,5.6,2,0,1,1,0,46.19817096
871,151.1908341,1,1,1,2,2,15.53065467
872,185,1,1,1,2,0,24.07617902
873,172,1,2,1,2,0,30.04094042
874,160,0,0,1,2,0,30.9608172
875,1.7,2,2,1,0,0,26.1561829
876,151.1908341,1,1,1,2,2,18.65388796
877,151.1908341,1,1,1,2,2,15.53065467
878,140,0,0,1,4,0,18.65388796
879,176,1,0,1,0,0,48.19171994
880,178,1,0,1,1,0,50.79803932
881,176,1,1,1,4,0,27.49476061
882,181,1,1,1,4,0,30.17949478
883,167,0,0,1,2,0,46.46212802
884,171,0,0,1,2,0,26.02674061
885,151.1908341,1,0,1,3,2,23.72955041
886,177,0,0,1,0,0,46.36748519
887,6.1,0,0,1,2,0,25.90458646
888,179,1,1,1,2,0,24.07494177
889,165,0,0,1,0,0,46.32554533
890,167.64,1,0,1,2,0,21.46316594
891,151.1908341,0,0,1,3,0,30.27154356
892,151.1908341,1,1,1,2,2,15.53065467
893,170,1,0,1,4,2,42.62859527
894,168,1,1,1,2,0,32.74511221
895,151.1908341,1,1,1,2,0,11.54131171
896,151.1908341,0,0,1,2,0,30.20901168
897,151.1908341,0,0,1,1,0,22.51483451
898,5.11,1,2,1,1,0,24.01422374
899,163,1,0,1,1,0,24.15529482
900,151.1908341,1,1,1,2,0,31.40849932
901,151.1908341,1,1,1,2,0,29.58680927
902,151.1908341,1,1,1,2,2,15.53065467
903,151.1908341,1,1,1,2,2,37.15871537
904,151.1908341,1,1,1,2,2,15.53065467
905,151.1908341,1,1,1,2,2,15.53065467
906,151.1908341,1,1,1,2,0,18.65388796
907,151.1908341,1,1,1,2,0,26.90781365
908,151.1908341,1,1,1,2,0,31.74689551
909,151.1908341,1,1,1,2,0,31.1375569
910,151.1908341,1,1,1,2,0,25.42081829
911,151.1908341,1,1,1,2,0,17.48977045
912,151.1908341,1,1,1,2,2,15.53065467
913,151.1908341,1,1,1,2,0,26.64772336
914,151.1908341,1,1,1,2,2,15.53065467
915,151.1908341,1,1,1,2,1,18.25893321
916,5.9,1,0,1,0,0,27.75463807
917,151.1908341,1,1,1,2,1,30.18295064
918,169,1,0,1,2,0,49.58167073
919,151.1908341,1,1,1,2,2,18.70576553
920,151.1908341,1,1,1,2,1,33.76955247
921,151.1908341,1,1,1,2,0,31.86494354
922,151.1908341,1,1,1,2,0,33.54355729
923,151.1908341,1,1,1,2,1,27.42616302
924,151.1908341,1,1,1,2,1,41.84310231
925,151.1908341,1,1,1,2,0,55.93383701
926,151.1908341,1,1,1,2,1,41.28518965
927,151.1908341,1,1,1,2,0,15.58253224
928,183,1,1,1,2,0,31.64023986
929,151.1908341,1,1,1,2,0,18.70576553
930,151.1908341,1,1,1,2,1,38.08491108
931,151.1908341,1,1,1,2,0,46.51094765
932,151.1908341,1,2,1,2,0,24.07977836
933,151.1908341,1,1,1,2,2,15.58253224
934,151.1908341,1,1,1,2,1,27.75660009
935,151.1908341,1,1,1,2,1,44.33190914
936,151.1908341,1,1,1,2,1,25.10853496
937,151.1908341,1,1,1,2,1,54.62445981
938,151.1908341,1,1,1,2,0,36.81466043
939,151.1908341,0,0,1,3,1,39.64995936
940,151.1908341,1,1,1,3,1,33.97375957
941,151.1908341,1,1,1,2,0,30.72960503
942,151.1908341,1,1,1,2,0,18.70576553
943,151.1908341,1,1,1,2,0,16.14422491
944,151.1908341,1,1,1,2,0,10.36642657
945,151.1908341,1,1,1,2,0,43.24667547
946,151.1908341,1,1,1,2,2,15.58253224
947,151.1908341,1,1,1,2,0,52.48742115
948,175,1,1,1,0,0,24.34099281
949,151.1908341,1,1,1,2,1,33.13404363
950,151.1908341,1,1,1,2,1,56.954372
951,151.1908341,1,1,1,2,2,15.58253224
952,166,0,0,1,0,0,45.49788209
953,151.1908341,0,0,1,2,0,26.05922
954,151.1908341,1,1,1,2,0,46.58807249
955,180,1,0,1,1,0,46.40702935
956,158,1,1,1,4,0,24.96022457
957,151.1908341,1,1,1,2,0,31.04900821
958,151.1908341,1,1,1,2,0,23.34841899
959,151.1908341,1,1,1,2,0,16.93754382
960,157,0,0,1,2,0,49.43729067
961,151.1908341,1,1,1,2,1,29.25485027
962,170,1,0,1,2,0,25.41064741
963,179,1,0,1,0,0,46.22599142
964,151.1908341,1,1,1,2,1,15.58253224
965,151.1908341,1,1,1,2,1,66.33926995
966,160,0,0,1,3,1,57.77515151
967,180,0,0,1,1,0,28.57998931
968,151.1908341,1,1,1,2,0,18.70576553
969,151.1908341,1,1,1,2,1,51.30618086
970,151.1908341,1,1,1,2,0,43.96342425
971,157,1,0,1,4,1,50.56325808
972,182,1,0,1,0,0,25.53854006
973,180,1,1,1,2,0,48.57943115
974,151.1908341,1,1,1,2,2,15.58253224
975,151.1908341,1,1,1,2,1,27.98147815
976,151.1908341,1,1,1,2,1,15.58253224
977,151.1908341,1,1,1,2,0,29.85076082
978,151.1908341,1,1,1,2,1,36.93367262
979,151.1908341,0,0,1,2,0,46.57695801
980,151.1908341,1,1,1,2,0,49.8111819
981,151.1908341,1,0,1,2,1,27.65815003
982,177,0,0,1,1,0,48.83360713
983,151.1908341,1,1,1,2,2,15.58253224
984,160,0,0,1,2,1,54.53735506
985,151.1908341,1,1,1,2,0,18.80390456
986,151.1908341,1,1,1,2,0,20.10895475
987,173,1,1,1,2,0,24.78912014
988,151.1908341,1,1,1,2,0,18.70576553
989,151.1908341,1,1,1,2,2,18.70576553
990,151.1908341,0,0,1,0,0,27.0071764
991,151.1908341,1,1,1,2,2,42.03388632
992,151.1908341,1,1,1,2,0,31.07734797
993,180,0,0,1,1,0,53.03158592
994,175,0,0,1,2,0,56.56104619
995,169,0,1,1,1,1,55.07450899
996,151.1908341,1,1,1,2,0,18.70576553
997,151.1908341,1,1,1,2,0,24.32814154
998,170,1,1,1,2,1,61.10753587
999,151.1908341,1,1,1,2,2,15.58253224
1000,151.1908341,1,1,1,2,2,15.58253224
1001,151.1908341,1,1,1,2,1,62.99798723
1002,151.1908341,1,1,1,2,2,15.58253224
1003,151.1908341,1,1,1,2,0,18.70576553
1004,151.1908341,1,1,1,2,0,31.2862702
1005,177,0,0,1,1,0,25.7014725
1006,151.1908341,1,1,1,2,1,35.79330169
1007,151.1908341,1,1,1,2,0,15.58253224
1008,178,1,0,1,3,0,31.20280027
1009,151.1908341,1,1,1,2,0,13.52853092
1010,151.1908341,1,1,1,2,2,15.58253224
1011,172,1,0,1,2,0,16.76492999
1012,151.1908341,1,1,1,2,2,15.58253224
1013,151.1908341,1,0,1,0,0,24.90568131
1014,151.1908341,1,1,1,2,2,18.70576553
1015,151.1908341,1,1,1,2,0,22.2399808
1016,180,1,1,1,4,0,46.06752316
1017,151.1908341,1,1,1,2,1,42.91312803
1018,151.1908341,0,0,1,2,0,48.09085836
1019,151.1908341,1,1,1,2,0,18.70576553
1020,151.1908341,1,1,1,2,0,18.70576553
1021,151.1908341,1,1,1,2,1,19.55471563
1022,151.1908341,1,1,1,1,1,37.2259113
1023,151.1908341,1,1,1,2,0,31.53902874
1024,162.56,0,0,1,1,1,62.67551723
1025,151.1908341,1,1,1,2,0,21.20790602
1026,151.1908341,1,1,1,2,0,18.70576553
1027,170,0,0,1,2,0,46.51012118
1028,151.1908341,1,1,1,2,0,18.70576553
1029,175,0,0,1,1,0,31.5491711
1030,151.1908341,1,1,1,2,0,26.21710729
1031,151.1908341,1,1,1,2,1,61.93889976
1032,177,0,0,1,1,0,46.19954287
1033,151.1908341,1,1,1,2,0,30.982166
1034,151.1908341,1,1,1,2,1,15.58253224
1035,151.1908341,1,1,1,2,1,31.13958888
1036,151.1908341,1,1,1,2,1,36.99439625
1037,151.1908341,1,1,1,2,1,41.64509927
1038,151.1908341,1,1,1,2,0,25.17870085
1039,151.1908341,1,1,1,2,0,18.70576553
1040,151.1908341,1,1,1,2,0,26.68498556
1041,181,0,0,1,2,0,31.07353431
1042,151.1908341,0,0,1,2,0,28.23238042
1043,151.1908341,1,1,1,2,2,18.70576553
1044,151.1908341,1,1,1,2,2,15.58253224
1045,151.1908341,1,1,1,2,2,15.58253224
1046,151.1908341,1,1,1,2,0,18.70576553
1047,151.1908341,1,1,1,2,1,56.96050161
1048,151.1908341,1,1,1,2,0,14.99055672
1049,165,0,0,1,2,1,40.0366827
1050,179,0,0,1,4,0,38.28587565
1051,151.1908341,1,1,1,2,2,15.58253224
1052,172,2,2,1,1,0,21.11302177
1053,151.1908341,1,1,1,2,0,24.53903512
1054,151.1908341,1,1,1,2,2,65.97977954
1055,151.1908341,1,1,1,2,0,26.25110334
1056,151.1908341,1,1,1,2,0,32.92780689
1057,151.1908341,1,1,1,2,0,24.69606316
1058,151.1908341,1,1,1,2,0,24.85175415
1059,151.1908341,1,1,1,2,0,30.84672948
1060,151.1908341,1,1,1,2,1,18.76340728
1061,160.02,0,0,1,1,0,45.17495829
1062,151.1908341,1,1,1,2,1,43.83379894
1063,151.1908341,1,1,1,1,0,24.41677986
1064,151.1908341,1,1,1,2,1,33.71275773
1065,188,1,2,1,2,0,24.12992404
1066,178,1,1,1,3,0,12.37108406
1067,151.1908341,1,1,1,2,1,37.84292371
1068,168,1,1,1,1,0,28.35296374
1069,172.7,1,0,1,0,0,46.19936302
1070,151.1908341,1,1,1,2,0,13.28856678
1071,210,1,1,1,1,0,29.1923713
1072,151.1908341,1,1,1,2,2,15.64017399
1073,151.1908341,1,1,1,2,0,25.14886047
1074,151.1908341,1,1,1,2,2,18.76340728
1075,151.1908341,1,1,1,2,0,20.64916875
1076,151.1908341,1,1,1,2,0,23.2454487
1077,151.1908341,1,1,1,2,0,17.53403659
1078,151.1908341,1,1,1,2,0,22.3843468
1079,151.1908341,1,1,1,2,1,63.56550451
1080,158,0,0,1,2,2,49.96071411
1081,151.1908341,1,1,1,2,2,15.64017399
1082,151.1908341,1,1,1,2,2,37.02739585
1083,173,1,0,1,2,0,20.28007271
1084,151.1908341,1,1,1,2,1,15.64017399
1085,151.1908341,1,1,1,2,0,27.17461656
1086,151.1908341,1,1,1,2,0,22.38177071
1087,151.1908341,1,1,1,2,0,28.97394501
1088,151.1908341,1,1,1,2,2,15.64017399
1089,151.1908341,1,1,1,2,2,15.64017399
1090,151.1908341,1,1,1,2,1,15.64017399
1091,151.1908341,1,1,1,2,2,15.64017399
1092,151.1908341,1,1,1,2,0,24.56580222
1093,151.1908341,1,1,1,2,0,28.88546825
1094,151.1908341,1,1,1,2,0,9.102481035
1095,151.1908341,1,1,1,2,0,24.55422358
1096,176,1,0,1,2,0,23.73464477
1097,151.1908341,1,1,1,2,1,15.64017399
1098,151.1908341,1,1,1,2,1,53.30673247
1099,173,0,0,1,4,1,29.96286741
1100,151.1908341,1,1,1,2,1,15.64017399
1101,151.1908341,1,1,1,2,2,15.64017399
1102,151.1908341,1,1,1,2,2,15.64017399
1103,151.1908341,1,1,1,2,2,15.64017399
1104,151.1908341,1,1,1,2,2,15.64017399
1105,151.1908341,1,1,1,2,2,15.64017399
1106,176,1,0,1,2,0,27.13799189
1107,180,1,1,1,4,0,23.68157551
1108,151.1908341,1,1,1,2,2,15.64017399
1109,151.1908341,1,1,1,2,0,25.5024009
1110,151.1908341,1,1,1,2,2,15.70459712
1111,151.1908341,1,1,1,2,0,31.07689777
1112,171,0,1,1,1,0,17.73138611
1113,151.1908341,1,1,1,2,0,23.23953857
1114,151.1908341,1,1,1,2,0,14.24480021
1115,151.1908341,1,1,1,2,0,24.1092588
1116,151.1908341,0,0,1,3,0,23.81686721
1117,151.1908341,1,1,1,2,0,15.70459712
1118,176,0,0,1,3,0,25.20996712
1119,151.1908341,1,1,1,2,0,19.40456335
1120,151.1908341,1,1,1,2,1,15.70459712
1121,151.1908341,1,1,1,2,0,26.44482279
1122,151.1908341,1,1,1,2,0,28.5249882
1123,151.1908341,1,1,1,2,2,15.70459712
1124,151.1908341,1,1,1,2,2,40.38598347
1125,151.1908341,1,1,1,2,2,15.70459712
1126,183,1,1,1,2,0,23.85973403
1127,151.1908341,1,1,1,2,0,15.70459712
1128,151.1908341,1,1,1,2,2,15.70459712
1129,151.1908341,1,1,1,2,2,15.70459712
1130,5.9,2,0,1,4,0,24.9351461
1131,151.1908341,1,1,1,2,0,24.19576968
1132,151.1908341,1,1,1,2,2,15.70459712
1133,160,2,0,1,0,1,38.40162056
1134,151.1908341,1,1,1,2,0,25.45079611
1135,170,1,1,1,2,0,45.5123509
1136,165,0,0,1,2,0,47.49620326
1137,151.1908341,1,1,1,2,2,15.77707314
1138,151.1908341,1,1,1,2,1,26.41855638
1139,151.1908341,1,1,1,2,2,32.64987863
1140,151.1908341,1,1,1,2,1,25.8174704
1141,151.1908341,1,1,1,2,2,15.77707314
1142,151.1908341,1,1,1,2,1,26.92407501
1143,151.1908341,1,1,1,2,2,15.77707314
1144,151.1908341,1,1,1,2,2,15.77707314
1145,152,0,0,1,4,0,30.45770555
1146,151.1908341,1,1,1,2,2,15.77707314
1147,151.1908341,1,1,1,2,0,20.45789576
1148,151.1908341,1,1,1,2,1,28.59219633
1149,151.1908341,1,1,1,2,0,15.77707314
1150,151.1908341,1,1,1,2,1,40.23027832
1151,151.1908341,1,1,1,3,1,18.13693186
1152,151.1908341,1,1,1,2,1,37.73742955
1153,151.1908341,1,1,1,2,1,38.10318979
1154,151.1908341,1,1,1,2,1,15.77707314
1155,151.1908341,1,1,1,2,3,30.38031449
1156,151.1908341,1,1,1,2,2,38.68080169
1157,151.1908341,1,1,1,2,1,40.58317564
1158,172,0,0,1,4,1,38.7619177
1159,151.1908341,1,1,1,2,2,15.77707314
1160,151.1908341,0,0,1,2,0,44.31248859
1161,151.1908341,1,1,1,2,2,15.77707314
1162,177,0,0,1,1,0,46.85550282
1163,151.1908341,1,1,1,2,0,23.88186736
1164,151.1908341,1,1,1,2,0,49.59527134
1165,151.1908341,1,1,1,2,2,15.77707314
1166,151.1908341,1,1,1,2,1,33.26987898
1167,151.1908341,1,1,1,2,2,15.77707314
1168,151.1908341,1,1,1,2,1,40.40181509
1169,151.1908341,1,1,1,2,1,43.94154089
1170,151.1908341,1,1,1,2,2,15.77707314
1171,151.1908341,1,1,1,2,2,15.77707314
1172,151.1908341,1,1,1,2,1,47.80310287
1173,159,0,0,1,3,1,39.84670762
1174,151.1908341,1,1,1,2,1,21.45323642
1175,158,0,0,1,3,1,61.87442328
1176,151.1908341,1,1,1,2,2,15.77707314
1177,151.1908341,1,1,1,2,2,15.77707314
1178,151.1908341,1,1,1,2,2,42.30855978
1179,151.1908341,1,1,1,2,1,39.05742339
1180,151.1908341,1,1,1,2,0,15.77707314
1181,151.1908341,1,1,1,2,2,15.77707314
1182,151.1908341,1,1,1,2,1,34.11886878
1183,151.1908341,1,1,1,2,0,29.92041002
1184,151.1908341,1,1,1,2,2,44.62668669
1185,151.1908341,1,1,1,2,2,15.77707314
1186,151.1908341,1,1,1,2,1,40.6532464
1187,151.1908341,1,1,1,2,1,34.47826211
1188,151.1908341,1,1,1,2,1,35.29962412
1189,151.1908341,0,0,1,0,1,42.86313946
1190,151.1908341,0,0,1,2,1,23.19490469
1191,151.1908341,1,1,1,2,0,26.60834197
1192,151.1908341,1,1,1,2,0,38.08536372
1193,151.1908341,1,1,1,2,0,15.77707314
1194,151.1908341,1,1,1,2,0,15.77707314
1195,167,0,0,1,2,1,15.2787026
1196,151.1908341,1,1,1,2,2,42.00782827
1197,151.1908341,1,1,1,2,2,15.77707314
1198,151.1908341,1,1,1,2,2,15.77707314
1199,151.1908341,1,1,1,2,1,45.91571532
1200,151.1908341,1,1,1,2,1,15.77707314
1201,151.1908341,1,1,1,2,1,25.46682668
1202,151.1908341,1,1,1,2,0,25.59643685
1203,167,0,0,1,2,2,34.45845419
1204,181,1,0,1,2,0,45.94153673
1205,151.1908341,1,1,1,2,0,31.73366793
1206,151.1908341,1,1,1,2,0,36.83026815
1207,185,0,0,1,4,0,28.50982444
1208,151.1908341,1,1,1,2,0,15.77707314
1209,163,0,0,1,1,0,23.70222041
1210,160,0,0,1,4,1,43.74014347
1211,175,0,0,1,4,0,29.9988085
1212,151.1908341,1,1,1,2,1,15.77707314
1213,5.9,0,0,1,1,0,24.3974711
1214,151.1908341,1,1,1,2,0,15.77707314
1215,151.1908341,1,1,1,2,0,22.77585059
1216,184,0,0,1,2,0,47.9626392
1217,151.1908341,1,1,1,2,0,19.09568187
1218,151.1908341,1,1,1,2,1,58.891288
1219,151.1908341,1,1,1,2,1,26.17823545
1220,151.1908341,1,1,1,2,1,15.77707314
1221,158,0,0,1,2,1,43.6052854
1222,170,0,0,1,1,0,23.45729168
1223,151.1908341,1,1,1,2,1,42.54420135
1224,151.1908341,1,1,1,2,1,15.77707314
1225,178,1,1,1,1,0,31.64241741
1226,151.1908341,1,1,1,2,0,28.69004799
1227,160,0,0,1,4,1,34.73485801
1228,151.1908341,1,1,1,4,0,53.77075979
1229,151.1908341,1,1,1,2,0,26.2650827
1230,151.1908341,1,1,1,2,0,28.08460783
1231,151.1908341,1,1,1,2,2,15.85921263
1232,151.1908341,1,1,1,2,2,15.85921263
1233,151.1908341,1,1,1,2,0,29.43641533
1234,151.1908341,1,1,1,2,2,15.85921263
1235,151.1908341,1,1,1,2,2,34.15549999
1236,151.1908341,0,0,1,3,1,41.1008022
1237,174,0,0,1,1,0,50.4751005
1238,151.1908341,1,1,1,2,1,35.91930375
1239,151.1908341,1,1,1,2,2,37.27653936
1240,151.1908341,1,1,1,2,0,30.16948248
1241,151.1908341,1,1,1,2,1,15.85921263
1242,151.1908341,1,1,1,2,2,15.85921263
1243,151.1908341,1,1,1,2,0,15.85921263
